cell_id,scale_km2,grid_family,area_effective_km2,n_wells,question_code,question_name,direct_evidence_n,direct_evidence_pct_of_wells,minimum_documentary_n,minimum_documentary_pct_of_wells,partial_evidence_n,review_evidence_n,unknown_evidence_n,cell_documentary_state,cell_representativeness_state,top_blocking_requirements,universal_well_count_threshold_used,weight_used,score_used,cutoff_date,method_version
SCALE-150-O00-00119,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00120,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00121,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00122,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00123,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00124,150,SCALE_PRIMARY_O00_V1,149.99999999999324,27,Q05,Monitoramento temporal,16,59.259259,0,0.0,13,3,11,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=27|Q05_R04=27|Q05_R06=27|Q05_R07=27|Q05_R05=12,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00125,150,SCALE_PRIMARY_O00_V1,149.99999999999324,2,Q05,Monitoramento temporal,0,0.0,0,0.0,0,0,2,UNKNOWN_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=2|Q05_R03=2|Q05_R04=2|Q05_R05=2|Q05_R06=2,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00126,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00127,150,SCALE_PRIMARY_O00_V1,149.99999999999324,3,Q05,Monitoramento temporal,0,0.0,0,0.0,0,0,3,UNKNOWN_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=3|Q05_R03=3|Q05_R04=3|Q05_R05=3|Q05_R06=3,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00128,150,SCALE_PRIMARY_O00_V1,109.23588438632244,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00129,150,SCALE_PRIMARY_O00_V1,35.36119204690023,4,Q05,Monitoramento temporal,3,75.0,0,0.0,3,0,1,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=4|Q05_R04=4|Q05_R06=4|Q05_R07=4|Q05_R03=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00130,150,SCALE_PRIMARY_O00_V1,149.99999999999324,4,Q05,Monitoramento temporal,3,75.0,0,0.0,3,0,1,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=4|Q05_R04=4|Q05_R06=4|Q05_R07=4|Q05_R03=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00131,150,SCALE_PRIMARY_O00_V1,149.99999999999324,2,Q05,Monitoramento temporal,2,100.0,0,0.0,1,1,0,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=2|Q05_R04=2|Q05_R06=2|Q05_R07=2|Q05_R05=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00132,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00133,150,SCALE_PRIMARY_O00_V1,149.99999999999324,1,Q05,Monitoramento temporal,0,0.0,0,0.0,0,0,1,UNKNOWN_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=1|Q05_R03=1|Q05_R04=1|Q05_R06=1|Q05_R07=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00134,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00135,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00136,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00137,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00138,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00139,150,SCALE_PRIMARY_O00_V1,149.99999999999324,6,Q05,Monitoramento temporal,0,0.0,0,0.0,0,0,6,UNKNOWN_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=6|Q05_R03=6|Q05_R04=6|Q05_R05=6|Q05_R06=6,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00140,150,SCALE_PRIMARY_O00_V1,149.99999999999324,19,Q05,Monitoramento temporal,7,36.842105,0,0.0,5,2,12,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=19|Q05_R04=19|Q05_R06=19|Q05_R07=19|Q05_R05=13,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00141,150,SCALE_PRIMARY_O00_V1,149.99999999999324,1,Q05,Monitoramento temporal,0,0.0,0,0.0,0,0,1,UNKNOWN_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=1|Q05_R03=1|Q05_R04=1|Q05_R05=1|Q05_R06=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00142,150,SCALE_PRIMARY_O00_V1,149.99999999999324,1,Q05,Monitoramento temporal,0,0.0,0,0.0,0,0,1,UNKNOWN_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=1|Q05_R03=1|Q05_R04=1|Q05_R05=1|Q05_R06=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00143,150,SCALE_PRIMARY_O00_V1,149.99999999999324,1,Q05,Monitoramento temporal,0,0.0,0,0.0,0,0,1,UNKNOWN_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=1|Q05_R03=1|Q05_R04=1|Q05_R05=1|Q05_R06=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00144,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00145,150,SCALE_PRIMARY_O00_V1,43.6758726593082,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00146,150,SCALE_PRIMARY_O00_V1,0.8417373706757597,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00147,150,SCALE_PRIMARY_O00_V1,145.02626718772046,14,Q05,Monitoramento temporal,10,71.428571,0,0.0,10,0,4,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=14|Q05_R04=14|Q05_R06=14|Q05_R07=14|Q05_R03=4,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00148,150,SCALE_PRIMARY_O00_V1,149.99999999999324,1,Q05,Monitoramento temporal,0,0.0,0,0.0,0,0,1,UNKNOWN_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=1|Q05_R03=1|Q05_R04=1|Q05_R06=1|Q05_R07=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00149,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00150,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00151,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00152,150,SCALE_PRIMARY_O00_V1,149.99999999999324,5,Q05,Monitoramento temporal,1,20.0,0,0.0,1,0,4,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=5|Q05_R04=5|Q05_R06=5|Q05_R07=5|Q05_R03=4,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00153,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00154,150,SCALE_PRIMARY_O00_V1,149.99999999999324,1,Q05,Monitoramento temporal,0,0.0,0,0.0,0,0,1,UNKNOWN_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=1|Q05_R03=1|Q05_R04=1|Q05_R06=1|Q05_R07=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00155,150,SCALE_PRIMARY_O00_V1,149.99999999999324,1,Q05,Monitoramento temporal,1,100.0,0,0.0,0,1,0,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=1|Q05_R04=1|Q05_R05=1|Q05_R06=1|Q05_R07=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00156,150,SCALE_PRIMARY_O00_V1,149.99999999999324,1,Q05,Monitoramento temporal,0,0.0,0,0.0,0,0,1,UNKNOWN_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=1|Q05_R03=1|Q05_R04=1|Q05_R05=1|Q05_R06=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00157,150,SCALE_PRIMARY_O00_V1,149.99999999999324,2,Q05,Monitoramento temporal,1,50.0,0,0.0,0,1,1,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=2|Q05_R04=2|Q05_R05=2|Q05_R06=2|Q05_R07=2,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00158,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00159,150,SCALE_PRIMARY_O00_V1,149.99999999999324,1,Q05,Monitoramento temporal,1,100.0,0,0.0,0,1,0,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=1|Q05_R04=1|Q05_R05=1|Q05_R06=1|Q05_R07=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00160,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00161,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00162,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00163,150,SCALE_PRIMARY_O00_V1,58.41566874740593,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00164,150,SCALE_PRIMARY_O00_V1,61.15952819952789,1,Q05,Monitoramento temporal,1,100.0,0,0.0,1,0,0,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=1|Q05_R04=1|Q05_R06=1|Q05_R07=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00165,150,SCALE_PRIMARY_O00_V1,149.99999999999324,1,Q05,Monitoramento temporal,0,0.0,0,0.0,0,0,1,UNKNOWN_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=1|Q05_R03=1|Q05_R04=1|Q05_R06=1|Q05_R07=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00166,150,SCALE_PRIMARY_O00_V1,149.99999999999324,1,Q05,Monitoramento temporal,0,0.0,0,0.0,0,0,1,UNKNOWN_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=1|Q05_R03=1|Q05_R04=1|Q05_R05=1|Q05_R06=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00167,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00168,150,SCALE_PRIMARY_O00_V1,149.99999999999324,1,Q05,Monitoramento temporal,1,100.0,0,0.0,1,0,0,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=1|Q05_R04=1|Q05_R06=1|Q05_R07=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00169,150,SCALE_PRIMARY_O00_V1,149.99999999999324,5,Q05,Monitoramento temporal,2,40.0,0,0.0,2,0,3,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=5|Q05_R04=5|Q05_R06=5|Q05_R07=5|Q05_R03=3,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00170,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00171,150,SCALE_PRIMARY_O00_V1,149.99999999999324,4,Q05,Monitoramento temporal,0,0.0,0,0.0,0,0,4,UNKNOWN_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=4|Q05_R03=4|Q05_R04=4|Q05_R06=4|Q05_R07=4,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00172,150,SCALE_PRIMARY_O00_V1,149.99999999999324,6,Q05,Monitoramento temporal,3,50.0,0,0.0,2,1,3,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=6|Q05_R04=6|Q05_R06=6|Q05_R07=6|Q05_R03=3,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00173,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00174,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00175,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00176,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00177,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00178,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00179,150,SCALE_PRIMARY_O00_V1,149.99999999999324,1,Q05,Monitoramento temporal,0,0.0,0,0.0,0,0,1,UNKNOWN_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=1|Q05_R03=1|Q05_R04=1|Q05_R05=1|Q05_R06=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00180,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00181,150,SCALE_PRIMARY_O00_V1,135.0779764700726,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00182,150,SCALE_PRIMARY_O00_V1,39.30607809028017,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00183,150,SCALE_PRIMARY_O00_V1,110.81467752306337,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00184,150,SCALE_PRIMARY_O00_V1,149.99999999999324,3,Q05,Monitoramento temporal,3,100.0,0,0.0,3,0,0,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=3|Q05_R04=3|Q05_R06=3|Q05_R07=3,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00185,150,SCALE_PRIMARY_O00_V1,149.99999999999324,0,Q05,Monitoramento temporal,0,,0,,0,0,0,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,UNKNOWN_SEM_POCOS_NO_CONJUNTO_AUDITADO,,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
SCALE-150-O00-00186,150,SCALE_PRIMARY_O00_V1,149.99999999999324,2,Q05,Monitoramento temporal,1,50.0,0,0.0,1,0,1,SOMENTE_EVIDENCIA_PARCIAL,UNKNOWN_REPRESENTATIVIDADE_NAO_DEMONSTRADA,Q05_R02=2|Q05_R04=2|Q05_R06=2|Q05_R07=2|Q05_R03=1,False,False,False,2026-08-29,PIH_MS_V2.4_SUF_PERGUNTA_V1
