cell_id,scale_km2,area_effective_km2,n_wells_raw,analysis_status,source_snapshot_overlap_n,pct_source_snapshot_overlap,coordinate_sites_n,coordinate_compression_n,coordinate_compression_pct,review_high_clusters_n,review_high_reduction_n,review_high_reduction_pct,review_all_clusters_n,review_all_reduction_n,review_all_reduction_pct,duplicate_candidate_wells_n,duplicate_candidate_wells_pct,high_duplicate_candidate_wells_n,high_duplicate_candidate_wells_pct,exact_colocation_wells_n,exact_colocation_wells_pct,nn_lt_100m_n,nn_lt_100m_pct,nn_lt_500m_n,nn_lt_500m_pct,nn_lt_1000m_n,nn_lt_1000m_pct,nearest_neighbor_median_m,documentary_domains_mean,documentary_domains_median,zero_domains_n,zero_domains_pct,fourplus_domains_n,fourplus_domains_pct,dated_domains_mean,dated_domains_median,source_core_pairs_comparable_n,source_core_pairs_matching_n,source_core_match_pct,specific_capacity_both_sources_n,specific_capacity_source_echo_n,specific_capacity_source_echo_pct,pumping_test_records_n,chem_sample_records_n,chem_result_records_n,hydraulic_parameter_records_n,chem_sample_records_per_well,hydraulic_parameter_records_per_well
SCALE-1000-O00-00011,1000,1000.0000000000462,19,COM_POCO_NO_CONJUNTO_AUDITADO,14.0,73.6842105263158,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,47.36842105263158,14.0,73.6842105263158,17.0,89.47368421052632,271.37,3.789473684210526,4.0,2.0,10.526315789473685,17.0,89.47368421052632,0.9473684210526315,1.0,52.0,52.0,100.0,13.0,13.0,100.0,13.0,8.0,12.0,45.0,0.42105263157894735,2.3684210526315788
SCALE-1000-O00-00012,1000,1000.0000000000462,3,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,33.333333333333336,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4467.34,2.6666666666666665,4.0,1.0,33.333333333333336,2.0,66.66666666666667,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,4.0,0.6666666666666666,1.3333333333333333
SCALE-1000-O00-00013,1000,556.6526560683305,20,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,10.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,14.0,70.0,17.0,85.0,215.84,3.3,4.0,2.0,10.0,12.0,60.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,14.0,14.0,20.0,0.7,1.0
SCALE-1000-O00-00014,1000,472.30636329660996,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00015,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00016,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00017,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00018,1000,1000.0000000000462,26,COM_POCO_NO_CONJUNTO_AUDITADO,8.0,30.76923076923077,26.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,38.46153846153846,14.0,53.84615384615385,19.0,73.07692307692308,201.395,3.3846153846153846,4.0,2.0,7.6923076923076925,17.0,65.38461538461539,0.23076923076923078,0.0,24.0,24.0,100.0,6.0,6.0,100.0,6.0,16.0,16.0,39.0,0.6153846153846154,1.5
SCALE-1000-O00-00019,1000,703.1974532685759,1,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11323.46,4.0,4.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0
SCALE-1000-O00-00020,1000,0.7868386305493345,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00021,1000,158.23825009377998,16,COM_POCO_NO_CONJUNTO_AUDITADO,14.0,87.5,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,75.0,14.0,87.5,16.0,100.0,73.92,3.875,4.0,1.0,6.25,14.0,87.5,1.0,1.0,52.0,49.0,94.23076923076923,13.0,12.0,92.3076923076923,13.0,6.0,11.0,43.0,0.375,2.6875
SCALE-1000-O00-00022,1000,999.9999783244283,38,COM_POCO_NO_CONJUNTO_AUDITADO,29.0,76.3157894736842,38.0,0.0,0.0,38.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.94736842105263,28.0,73.6842105263158,31.0,81.57894736842105,142.93,3.3421052631578947,4.0,5.0,13.157894736842104,27.0,71.05263157894737,0.7105263157894737,1.0,96.0,96.0,100.0,23.0,23.0,100.0,24.0,11.0,14.0,87.0,0.2894736842105263,2.289473684210526
SCALE-1000-O00-00023,1000,1000.0000000000462,12,COM_POCO_NO_CONJUNTO_AUDITADO,7.0,58.333333333333336,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,7.0,58.333333333333336,7.0,58.333333333333336,120.96000000000001,3.0833333333333335,4.0,1.0,8.333333333333334,7.0,58.333333333333336,0.3333333333333333,0.0,19.0,19.0,100.0,4.0,4.0,100.0,4.0,3.0,3.0,23.0,0.25,1.9166666666666667
SCALE-1000-O00-00024,1000,1000.0000000000462,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00025,1000,1000.0000000000462,15,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,13.333333333333334,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.333333333333334,2.0,13.333333333333334,11.0,73.33333333333333,557.59,3.6666666666666665,4.0,1.0,6.666666666666667,12.0,80.0,0.13333333333333333,0.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,13.0,14.0,18.0,0.8666666666666667,1.2
SCALE-1000-O00-00026,1000,1000.0000000000462,43,COM_POCO_NO_CONJUNTO_AUDITADO,27.0,62.7906976744186,42.0,1.0,2.3255813953488373,42.0,1.0,2.3255813953488373,42.0,1.0,2.3255813953488373,2.0,4.651162790697675,0.0,0.0,2.0,4.651162790697675,13.0,30.232558139534884,26.0,60.46511627906977,32.0,74.4186046511628,261.42,3.5813953488372094,4.0,2.0,4.651162790697675,32.0,74.4186046511628,0.6511627906976745,1.0,92.0,92.0,100.0,22.0,22.0,100.0,23.0,15.0,24.0,90.0,0.3488372093023256,2.0930232558139537
SCALE-1000-O00-00027,1000,741.3026227986777,4,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,2.0,50.0,2.0,50.0,2164.755,4.0,4.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,4.0,4.0,4.0,1.0,1.0
SCALE-1000-O00-00028,1000,855.9995402673668,12,COM_POCO_NO_CONJUNTO_AUDITADO,8.0,66.66666666666667,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50.0,7.0,58.333333333333336,8.0,66.66666666666667,216.48499999999999,4.0,4.0,0.0,0.0,11.0,91.66666666666667,0.6666666666666666,1.0,28.0,25.0,89.28571428571429,6.0,5.0,83.33333333333333,7.0,7.0,7.0,26.0,0.5833333333333334,2.1666666666666665
SCALE-1000-O00-00029,1000,1000.0000000000462,10,COM_POCO_NO_CONJUNTO_AUDITADO,8.0,80.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,4.0,40.0,4.0,40.0,3103.625,2.2,3.0,4.0,40.0,4.0,40.0,0.4,0.0,15.0,13.0,86.66666666666667,3.0,3.0,100.0,3.0,2.0,3.0,21.0,0.2,2.1
SCALE-1000-O00-00030,1000,1000.0000000000462,11,COM_POCO_NO_CONJUNTO_AUDITADO,5.0,45.45454545454545,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.181818181818183,4.0,36.36363636363637,6.0,54.54545454545455,914.92,3.0,4.0,3.0,27.272727272727273,7.0,63.63636363636363,0.45454545454545453,0.0,9.0,9.0,100.0,2.0,2.0,100.0,2.0,8.0,9.0,18.0,0.7272727272727273,1.6363636363636365
SCALE-1000-O00-00031,1000,1000.0000000000462,9,COM_POCO_NO_CONJUNTO_AUDITADO,7.0,77.77777777777777,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.44444444444444,4.0,44.44444444444444,2949.93,2.6666666666666665,4.0,3.0,33.333333333333336,5.0,55.55555555555556,0.5555555555555556,0.0,16.0,16.0,100.0,4.0,4.0,100.0,4.0,2.0,3.0,20.0,0.2222222222222222,2.2222222222222223
SCALE-1000-O00-00032,1000,1000.0000000000462,2,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.05,2.5,2.5,0.0,0.0,1.0,50.0,0.5,0.5,4.0,4.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,3.0,0.0,1.5
SCALE-1000-O00-00033,1000,1000.0000000000462,4,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,2.0,50.0,3568.45,2.5,3.0,1.0,25.0,1.0,25.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,3.0,0.25,0.75
SCALE-1000-O00-00034,1000,759.3230198416803,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00035,1000,164.5403024555691,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00036,1000,487.2536918854983,61,COM_POCO_NO_CONJUNTO_AUDITADO,44.0,72.1311475409836,61.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,44.26229508196721,50.0,81.9672131147541,58.0,95.08196721311475,106.06,3.7868852459016393,4.0,2.0,3.278688524590164,51.0,83.60655737704919,0.7377049180327869,1.0,162.0,162.0,100.0,40.0,40.0,100.0,40.0,21.0,27.0,145.0,0.3442622950819672,2.377049180327869
SCALE-1000-O00-00037,1000,1000.0000000000462,2,COM_POCO_NO_CONJUNTO_AUDITADO,2.0,100.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,2.0,100.0,275.96,2.5,2.5,0.0,0.0,1.0,50.0,0.5,0.5,5.0,5.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,5.0,0.0,2.5
SCALE-1000-O00-00038,1000,1000.0000000000462,28,COM_POCO_NO_CONJUNTO_AUDITADO,14.0,50.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.285714285714286,16.0,57.142857142857146,20.0,71.42857142857143,364.78,3.25,4.0,2.0,7.142857142857143,19.0,67.85714285714286,0.32142857142857145,0.0,38.0,38.0,100.0,8.0,8.0,100.0,7.0,16.0,18.0,48.0,0.5714285714285714,1.7142857142857142
SCALE-1000-O00-00039,1000,1000.0000000000462,66,COM_POCO_NO_CONJUNTO_AUDITADO,37.0,56.06060606060606,66.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,45.45454545454545,52.0,78.78787878787878,59.0,89.39393939393939,140.5,3.757575757575758,4.0,5.0,7.575757575757576,51.0,77.27272727272727,0.7424242424242424,0.0,128.0,128.0,100.0,31.0,31.0,100.0,32.0,46.0,69.0,130.0,0.696969696969697,1.9696969696969697
SCALE-1000-O00-00040,1000,1000.0000000000462,54,COM_POCO_NO_CONJUNTO_AUDITADO,11.0,20.37037037037037,54.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.11111111111111,27.0,50.0,37.0,68.51851851851852,486.96000000000004,3.759259259259259,4.0,1.0,1.8518518518518519,41.0,75.92592592592592,0.2777777777777778,0.0,40.0,40.0,100.0,10.0,10.0,100.0,10.0,38.0,45.0,76.0,0.7037037037037037,1.4074074074074074
SCALE-1000-O00-00041,1000,1000.0000000000462,44,COM_POCO_NO_CONJUNTO_AUDITADO,6.0,13.636363636363637,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.909090909090908,25.0,56.81818181818182,33.0,75.0,416.445,3.409090909090909,4.0,3.0,6.818181818181818,27.0,61.36363636363637,0.11363636363636363,0.0,12.0,12.0,100.0,3.0,3.0,100.0,3.0,30.0,34.0,53.0,0.6818181818181818,1.2045454545454546
SCALE-1000-O00-00042,1000,1000.0000000000462,12,COM_POCO_NO_CONJUNTO_AUDITADO,10.0,83.33333333333333,10.0,2.0,16.666666666666668,10.0,2.0,16.666666666666668,10.0,2.0,16.666666666666668,4.0,33.333333333333336,2.0,16.666666666666668,4.0,33.333333333333336,8.0,66.66666666666667,9.0,75.0,10.0,83.33333333333333,84.255,3.9166666666666665,4.0,0.0,0.0,10.0,83.33333333333333,1.0833333333333333,1.0,40.0,40.0,100.0,10.0,10.0,100.0,10.0,4.0,5.0,33.0,0.3333333333333333,2.75
SCALE-1000-O00-00043,1000,1000.0000000000462,16,COM_POCO_NO_CONJUNTO_AUDITADO,11.0,68.75,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,68.75,13.0,81.25,13.0,81.25,67.6,4.125,4.0,0.0,0.0,15.0,93.75,0.9375,1.0,44.0,44.0,100.0,11.0,11.0,100.0,11.0,8.0,8.0,39.0,0.5,2.4375
SCALE-1000-O00-00044,1000,509.8801644694341,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00045,1000,71.683396346674,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00046,1000,219.65543640649295,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00047,1000,392.69547573888127,0,SEM_POCO_NO_CONJUNTO_AUDITADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALE-1000-O00-00048,1000,450.9830104803676,1,COM_POCO_NO_CONJUNTO_AUDITADO,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24512.18,4.0,4.0,0.0,0.0,1.0,100.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,3.0,0.0,3.0
SCALE-1000-O00-00049,1000,136.95310343382133,1,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5769.73,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0
SCALE-1000-O00-00050,1000,417.9599590003437,3,COM_POCO_NO_CONJUNTO_AUDITADO,3.0,100.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6791.65,2.6666666666666665,4.0,1.0,33.333333333333336,2.0,66.66666666666667,0.6666666666666666,1.0,8.0,8.0,100.0,2.0,2.0,100.0,2.0,0.0,0.0,8.0,0.0,2.6666666666666665
SCALE-1000-O00-00051,1000,648.000189463494,17,COM_POCO_NO_CONJUNTO_AUDITADO,15.0,88.23529411764706,17.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,58.8235294117647,15.0,88.23529411764706,15.0,88.23529411764706,84.26,3.7058823529411766,4.0,1.0,5.882352941176471,13.0,76.47058823529412,1.0,1.0,47.0,47.0,100.0,11.0,11.0,100.0,11.0,10.0,12.0,47.0,0.5882352941176471,2.764705882352941
SCALE-1000-O00-00052,1000,1000.0000000000462,13,COM_POCO_NO_CONJUNTO_AUDITADO,12.0,92.3076923076923,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3801.29,2.923076923076923,4.0,2.0,15.384615384615385,8.0,61.53846153846154,0.5384615384615384,1.0,21.0,21.0,100.0,2.0,2.0,100.0,7.0,1.0,1.0,27.0,0.07692307692307693,2.076923076923077
SCALE-1000-O00-00053,1000,1000.0000000000462,22,COM_POCO_NO_CONJUNTO_AUDITADO,8.0,36.36363636363637,22.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.090909090909092,15.0,68.18181818181819,16.0,72.72727272727273,403.91,2.727272727272727,3.5,6.0,27.272727272727273,11.0,50.0,0.18181818181818182,0.0,7.0,7.0,100.0,1.0,1.0,100.0,2.0,13.0,17.0,29.0,0.5909090909090909,1.3181818181818181
SCALE-1000-O00-00054,1000,1000.0000000000462,171,COM_POCO_NO_CONJUNTO_AUDITADO,68.0,39.76608187134503,170.0,1.0,0.5847953216374269,170.0,1.0,0.5847953216374269,170.0,1.0,0.5847953216374269,2.0,1.1695906432748537,2.0,1.1695906432748537,2.0,1.1695906432748537,50.0,29.239766081871345,127.0,74.26900584795321,148.0,86.54970760233918,255.12,3.198830409356725,4.0,23.0,13.450292397660819,106.0,61.98830409356725,0.3391812865497076,0.0,192.0,192.0,100.0,45.0,45.0,100.0,48.0,83.0,95.0,270.0,0.4853801169590643,1.5789473684210527
SCALE-1000-O00-00055,1000,1000.0000000000462,51,COM_POCO_NO_CONJUNTO_AUDITADO,17.0,33.333333333333336,51.0,0.0,0.0,51.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.8431372549019605,28.0,54.90196078431372,34.0,66.66666666666667,418.96,3.3137254901960786,4.0,6.0,11.764705882352942,32.0,62.745098039215684,0.27450980392156865,0.0,42.0,42.0,100.0,10.0,10.0,100.0,10.0,33.0,37.0,78.0,0.6470588235294118,1.5294117647058822
SCALE-1000-O00-00056,1000,1000.0000000000462,75,COM_POCO_NO_CONJUNTO_AUDITADO,27.0,36.0,75.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.333333333333332,46.0,61.333333333333336,55.0,73.33333333333333,307.02,3.6,4.0,6.0,8.0,50.0,66.66666666666667,0.44,0.0,84.0,84.0,100.0,21.0,21.0,100.0,21.0,48.0,64.0,124.0,0.64,1.6533333333333333
SCALE-1000-O00-00057,1000,1000.0000000000462,59,COM_POCO_NO_CONJUNTO_AUDITADO,34.0,57.6271186440678,59.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,38.983050847457626,40.0,67.79661016949153,46.0,77.96610169491525,176.24,3.694915254237288,4.0,5.0,8.474576271186441,44.0,74.57627118644068,0.711864406779661,0.0,116.0,115.0,99.13793103448276,29.0,29.0,100.0,29.0,36.0,49.0,119.0,0.6101694915254238,2.016949152542373
SCALE-1000-O00-00058,1000,1000.0000000000393,9,COM_POCO_NO_CONJUNTO_AUDITADO,7.0,77.77777777777777,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.44444444444444,6.0,66.66666666666667,8.0,88.88888888888889,298.79,3.7777777777777777,4.0,1.0,11.11111111111111,6.0,66.66666666666667,1.3333333333333333,2.0,28.0,28.0,100.0,7.0,7.0,100.0,7.0,7.0,13.0,23.0,0.7777777777777778,2.5555555555555554
SCALE-1000-O00-00059,1000,1000.0000000000462,72,COM_POCO_NO_CONJUNTO_AUDITADO,44.0,61.111111111111114,71.0,1.0,1.3888888888888888,71.0,1.0,1.3888888888888888,70.0,2.0,2.7777777777777777,4.0,5.555555555555555,0.0,0.0,2.0,2.7777777777777777,39.0,54.166666666666664,63.0,87.5,66.0,91.66666666666667,93.36,3.7083333333333335,4.0,1.0,1.3888888888888888,51.0,70.83333333333333,0.7361111111111112,1.0,151.0,148.0,98.01324503311258,34.0,33.0,97.05882352941177,36.0,38.0,67.0,148.0,0.5277777777777778,2.0555555555555554
SCALE-1000-O00-00060,1000,943.5329997275843,2,COM_POCO_NO_CONJUNTO_AUDITADO,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14384.605,3.5,3.5,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.5
