well_id,source_current_present,source_sgb2024_present,latitude,longitude,municipality_declared,municipality_spatial,coordinate_quality_status,nearest_neighbor_m,exact_coordinate_group,nature,situation,use_water,siagas_aquifer,sgb2024_unit_aflorante,sgb2024_unit_subjacente,aquifer_comparison_status,geology_sgb_unit,geology_sgb_sigla,depth_current_m,depth_sgb2024_profundi_1_m,depth_sgb2024_profundida_m,static_level_current_m,static_level_sgb2024_m,dynamic_level_current_m,dynamic_level_sgb2024_m,specific_capacity_current,specific_capacity_sgb2024,test_type_sgb2024,test_date_sgb2024,interpretation_method_sgb2024,transmissivity_sgb2024,permeability_sgb2024,storage_coefficient_sgb2024,stabilized_yield_sgb2024,pump_type_sgb2024,ph_current,electrical_conductivity_current,electrical_conductivity_sgb2024,temperature_current,temperature_sgb2024,turbidity_current,turbidity_sgb2024,chemical_parameter_current,chemical_concentration_current,drilling_date_current,registration_date_current,installation_date_current,drilling_date_sgb2024,analysis_date_sgb2024,collection_date_sgb2024,drilling_method_sgb2024,driller_sgb2024,formation_sgb2024,penetration_type_sgb2024,hydraulic_condition_sgb2024,capture_type_sgb2024,atlas_qlog_record,atlas_explicit_profile,rimas_flag_current
3500023036,True,True,-22.406665999999973,-54.22972199999998,Glória de Dourados,Glória de Dourados,OK,211.15,,Poço tubular,,,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,150,150.0,0.0,20,20.0,32,32.0,2.2,2.2,Rebaixamento,1978-11-20,,,,,26.4,,,,0.0,,,,,,,1978-11-20,2008-09-11,1978-11-20,1978-11-20,,,Rotativo,AIR LIFT LTDA,Formação Serra Geral,,,,0.75,False,False
3500067702,True,True,-20.277499999999975,-53.72888899999998,Ribas do Rio Pardo,Ribas do Rio Pardo,OK,426.07,,Poço tubular,,,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,108,108.0,0.0,29.3,29.3,63.3,63.3,0.424,0.424,Rebaixamento,2018-07-30,,,,,14.4,,,,0.0,,,,,,,2018-07-30,2022-09-28,2018-07-30,2018-07-30,,,,,Formação Serra Geral,,,,0.75,False,False
3500073662,True,False,-19.830555999999945,-51.04444399999994,Aparecida do Taboado,Aparecida do Taboado,OK,9121.79,,Poço tubular,,Abastecimento doméstico,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Formação Santo Anastácio,K2sa,80,,,19,,50.5,,0.254,,,,,,,,,,,,,,,,,,,2022-01-01,2026-04-07,2022-01-01,,,,,,,,,,0.5,False,False
3500030642,True,True,-19.929443999999933,-54.35749999999996,Bandeirantes,Bandeirantes,OK,785.86,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,90,90.0,0.0,9.36,9.36,28.97,28.97,5.314,5.314,Rebaixamento,1983-07-19,,,,,104.21,,,,0.0,,,,,,,1983-07-19,2012-05-16,1983-07-19,1983-07-19,,,,,,,,,0.5,False,False
3500067667,True,True,-19.90861099999995,-54.36861099999999,Bandeirantes,Bandeirantes,OK,1149.18,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,,,71,71.0,0.0,40.2,40.2,41.4,41.4,11.25,11.25,Rebaixamento,2017-03-21,,,,,13.5,,,,0.0,,,,,,,2017-03-21,2022-09-23,2017-03-21,2017-03-21,,,,,,,,,0.5,False,False
3500022680,True,True,-19.01194399999997,-57.59611099999995,Ladário,Ladário,OK,2722.02,,Poço tubular,,,,Grupo Corumbá,,UNKNOWN,Formação Tamengo,NP3t,50,50.0,0.0,3,3.0,30,30.0,0.296,0.296,Rebaixamento,1995-09-03,,,,,8.0,,,,0.0,,,,,,,1995-09-02,2008-06-30,,1995-09-02,,,Rotativo,PERF. PONTAPORÂ,,,,,0.5,False,False
3500045656,True,True,-22.28583299999997,-53.28472199999993,Batayporã,Batayporã,OK,93.36,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Grupo Caiuá,K2c,130,130.0,0.0,50,50.0,65,65.0,,0.0,,1997-01-01,,,,,0.0,,,,0.0,,,,,,,1997-01-01,2015-08-17,,1997-01-01,,,Rotativo,DESCONHECIDA,,,,,0.5,False,False
3500072038,True,False,-19.554388999999958,-54.48586099999994,São Gabriel do Oeste,São Gabriel do Oeste,OK,174.98,,Poço tubular,,Pecuária,,Grupo Bauru,Formação Botucatu,UNKNOWN,Coberturas detrito-lateríticas com concreções ferruginosas,ENdl,309,,,213,,240.5,,,,,,,,,,,,,,,,,,,,,2017-03-30,2025-03-13,2017-03-30,,,,,,,,,,0.5,False,False
3500073245,True,False,-21.270877999999982,-56.36421699999994,Bonito,Bonito,OK,9228.0,,Poço tubular,,Abastecimento industrial,,Grupo Cuiaba,,UNKNOWN,"Litofácies Cuiabá, filito e metagrauvaca",NPcuflqt,100,,,8.12,,24.16,,0.85,,,,,,,,,,,,,,,,,,,2013-09-02,2025-06-23,2013-09-02,,,,,,,,,,0.5,False,False
3500067666,True,True,-18.364999999999952,-54.830277999999964,Coxim,Coxim,OK,9754.85,,Poço tubular,,,,Formação Furnas,,UNKNOWN,Formação Furnas,D1f,99,99.0,0.0,28.2,28.2,58.2,58.2,0.4,0.4,Rebaixamento,2017-12-07,,,,,12.0,,,,0.0,,,,,,,2017-12-07,2022-09-23,2017-12-07,2017-12-07,,,,,,,,,0.5,False,False
3500072093,True,False,-22.370277999999928,-53.35689999999994,Taquarussu,Taquarussu,OK,7704.86,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Grupo Caiuá,K2c,282,,,0.33,,1.47,,0.07,,,,,,,,,,,,,,,,,,,2025-03-18,2025-03-18,2025-03-18,,,,,,,,,,0.5,False,False
3500067283,True,True,-21.030832999999973,-53.56638899999996,Bonito,Ribas do Rio Pardo,REVIEW,3252.54,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Grupo Caiuá,K2c,154,154.0,0.0,60,60.0,120,120.0,0.117,0.117,Rebaixamento,2016-07-22,,,,,7.0,,,,0.0,,,,,,,2016-07-22,2022-07-21,2016-07-22,2016-07-22,,,,,,,,,0.5,False,False
3500023046,True,True,-22.332776999999965,-54.843887999999936,Dourados,Dourados,OK,120.02,,Poço tubular,,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,740,740.0,0.0,12.1,12.1,41.8,41.8,6.061,6.061,Rebaixamento,1963-07-13,,,,,180.0,,,,0.0,,,,,,,1963-07-13,2008-09-16,1963-07-13,1963-07-13,,,Rotativo,PETROBRÁS,Formação Piramboia,,,,0.75,False,False
3500045651,True,True,-20.99138899999997,-51.79777799999994,Três Lagoas,Três Lagoas,OK,96.5,,Poço tubular,,,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Santo Anastácio,K2sa,120,120.0,64.0,7.8,7.8,23.75,23.75,,0.0,Rebaixamento,2007-05-08,,,,,0.0,Bomba submersa,,,0.0,,,,,,,2007-06-04,2015-07-27,2007-06-04,2007-06-04,,,Roto-percussao,SALES&MATTA LTDA-ALVORADA RESERV.E POÇOS ARTESIAN.,"Formação Serra Geral, Grupo São Bento",,,,0.75,False,False
3500023338,True,True,-18.52249999999998,-53.11555499999997,Costa Rica,Costa Rica,OK,1895.96,,Poço tubular,Equipado,Abastecimento urbano,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,105,105.0,0.0,23.2,23.2,52.5,52.5,0.54,0.54,,1996-08-27,,,,,15.86,Bomba submersa,,,0.0,,,,,,,1996-08-27,1998-07-07,1997-08-27,1996-08-27,,,Rotativo,CONSTRUVAG,Formação Serra Geral,Parcial,Semi-Livre,Simultânea,0.75,False,False
3500022821,True,True,-20.437221999999963,-54.86194399999994,Terenos,Terenos,OK,65.32,,Poço tubular,Equipado,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,115,115.0,0.0,73,73.0,81.1,81.1,1.457,1.457,Rebaixamento,1978-12-06,,,,,11.8,,,,0.0,,,,,,,1978-12-06,2008-08-19,1978-12-06,1978-12-06,,,Rotativo,NOPAR,Formação Botucatu,,,,0.75,False,False
3500022815,True,True,-20.94083299999994,-54.966665999999975,Sidrolândia,Sidrolândia,OK,339.04,,Poço tubular,Bombeando,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,150,150.0,0.0,94,94.0,99,99.0,6,6.0,Rebaixamento,2002-06-21,,,,,30.0,Bomba submersa,,,0.0,,,,,,,1995-01-02,2008-08-19,1995-01-02,1995-01-02,,,Rotativo,HIDROSSOMAT,Formação Botucatu,,,,0.75,False,False
3500022844,True,True,-22.20999999999998,-54.82611099999997,Dourados,Dourados,OK,1135.53,,Poço tubular,Bombeando,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,728,728.0,0.0,79,79.0,169,169.0,1.111,1.111,Rebaixamento,1982-12-08,,,,,100.0,,,,0.0,,,,,,,1982-12-08,2008-08-20,1982-12-08,1982-12-08,,,Rotativo,CPRM,Formação Piramboia,,,,0.75,False,False
3500022537,True,True,-20.38972199999995,-54.56499999999994,Campo Grande,Campo Grande,OK,543.37,,Poço tubular,Bombeando,,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,102,102.0,0.0,33,33.0,77,77.0,0.341,0.341,Rebaixamento,1996-03-05,,,,,15.0,Bomba submersa,,,0.0,,,,,,,1990-01-02,2008-08-29,1990-01-02,1990-01-02,,,Rotativo,HIDROSOMAT,Formação Serra Geral,,,,0.75,False,False
3500022807,True,True,-21.105276999999944,-54.95111099999997,Sidrolândia,Sidrolândia,OK,1372.04,,Poço tubular,Bombeando,,Guarani,Grupo Caiuá,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Caiuá,K2c,150,150.0,0.0,2.8,2.8,18.8,18.8,0.45,0.45,Rebaixamento,2000-03-18,,,,,7.2,Bomba submersa,,,0.0,,,,,,,1979-09-03,2008-08-18,1979-09-03,1979-09-03,,,Rotativo,NOPAR,Formação Botucatu,,,,0.75,False,False
3500065123,True,True,-22.03611099999995,-54.61111099999994,Douradina,Douradina,OK,357.42,,Poço tubular,Abandonado,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,100,100.0,0.0,27,27.0,37,37.0,2.08,2.08,,2019-09-09,,,,,20.8,,,,0.0,,,,,,,2019-09-09,2019-09-09,2019-09-09,2019-09-09,,,,,,Parcial,,,0.75,False,False
3500065139,True,True,-20.426943999999935,-53.73111099999994,Ribas do Rio Pardo,Ribas do Rio Pardo,OK,2106.69,,Poço tubular,Equipado,,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,120,120.0,0.0,80,80.0,,0.0,,0.0,,2019-09-09,,,,,30.0,,,,0.0,,,,,,,2019-09-09,2019-09-09,2019-09-09,2019-09-09,,,,,,,,,0.75,False,False
3500022481,True,True,-20.526110999999958,-54.60388799999998,Campo Grande,Campo Grande,OK,252.69,,Poço tubular,Bombeando,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,90,90.0,0.0,9,9.0,30,30.0,0.69,0.69,Rebaixamento,1992-06-20,,,,,14.5,Bomba submersa,,,0.0,,,,,,,1983-01-02,2008-08-27,1983-01-02,1983-01-02,,,Rotativo,COPAMAT,Formação Botucatu,,,,0.75,False,False
3500022482,True,True,-20.521387999999945,-54.60805499999998,Campo Grande,Campo Grande,OK,150.22,,Poço tubular,Bombeando,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,80,80.0,0.0,4,4.0,42,42.0,0.461,0.461,Rebaixamento,1993-10-03,,,,,17.5,Bomba submersa,,,0.0,,,,,,,1983-01-02,2008-08-27,1983-01-02,1983-01-02,,,Rotativo,HIDROTÉCNICA LTDA,Formação Botucatu,,,,0.75,False,False
3500022517,True,True,-20.552776999999935,-54.57805499999995,Campo Grande,Campo Grande,OK,176.24,,Poço tubular,Bombeando,,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,150,150.0,0.0,14.5,14.5,39.84,39.84,1.336,1.336,Rebaixamento,1981-05-26,,,,,33.846,Bomba submersa,,,0.0,,,,,,,1981-05-26,2008-08-28,1981-05-26,1981-05-26,,,Rotativo,NOPAR - NORTE POÇOS ARTESIANOS,Formação Serra Geral,,,,0.75,False,False
3500022560,True,True,-19.699165999999934,-51.17083299999996,Paranaíba,Paranaíba,OK,57.75,,Poço tubular,Bombeando,,Serra geral,Grupo Bauru,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Vale do Rio do Peixe,K2vp,77.2,77.2,0.0,11.2,11.2,31,31.0,1.263,1.263,Rebaixamento,1987-07-09,,,,,25.0,Bomba submersa,,,0.0,,,,,,,1987-07-09,2008-09-01,1987-07-09,1987-07-09,,,Rotativo,HIDROTÉCNICA LTDA,Formação Serra Geral,,,,0.75,False,False
3500022565,True,True,-18.531110999999953,-53.14305499999995,Costa Rica,Costa Rica,OK,96.61,,Poço tubular,Bombeando,,Guarani,Grupo Caiuá,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Formação Santo Anastácio,K2sa,83,83.0,0.0,31,31.0,80,80.0,0.612,0.612,Rebaixamento,1991-02-02,,,,,30.0,Bomba submersa,,,0.0,,,,,,,1991-02-02,2008-09-02,1991-02-02,1991-02-02,,,Rotativo,F.N.S,Formação Botucatu,,,,0.75,False,False
3500022637,True,True,-18.09972199999993,-54.54472199999998,Pedro Gomes,Pedro Gomes,OK,65.32,,Poço tubular,Bombeando,,Furnas,Formação Ponta Grossa,Formação Furnas,CONSISTENTE,Formação Ponta Grossa,Dpg,212,212.0,0.0,6.95,6.95,78.2,78.2,0.347,0.347,Rebaixamento,1988-01-29,,,,,24.7,Bomba submersa,,,0.0,,,,,,,1988-01-29,2008-09-08,1988-01-29,1988-01-29,,,Rotativo,HIDROSOMAT,Formação Furnas,,,,0.75,False,False
3500022714,True,True,-22.560276999999928,-55.15222199999994,Laguna Carapã,Laguna Caarapã,REVIEW,106.06,,Poço tubular,Abandonado,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,81,81.0,0.0,59.1,59.1,70.5,70.5,0.991,0.991,Rebaixamento,1988-03-12,,,,,11.3,,,,0.0,,,,,,,1988-03-12,2008-07-17,1988-03-12,1988-03-12,,,Rotativo,HIDROSSOMAT,Formação Botucatu,,,,0.75,False,False
3500022748,True,True,-22.498054999999965,-55.739165999999955,Ponta Porã,Ponta Porã,OK,28.87,,Poço tubular,Abandonado,,Guarani,Grupo Caiuá,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Caiuá,K2c,348,348.0,0.0,8.3,8.3,126,126.0,0.031,0.031,Rebaixamento,1991-12-02,,,,,3.7,,,,0.0,,,,,,,1991-12-02,2008-08-05,1991-12-02,1991-12-02,,,Rotativo,HIDROSSOMAT,Formação Botucatu,,,,0.75,False,False
3500022760,True,True,-20.465832999999975,-55.79305499999998,Aquidauana,Aquidauana,OK,84.18,,Poço tubular,Bombeando,,Cuiaba,Formação Aquidauana,,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Aquidauana,C2P1a,303,303.0,0.0,1.5,1.5,60.7,60.7,1.415,1.415,Rebaixamento,1976-01-02,,,,,88.0,,,,0.0,,,,,,,1976-01-02,2008-08-07,1976-01-02,1976-01-02,,,Rotativo,VALDEMAR GEORGE,Grupo Cuiabá,,,,0.75,False,False
3500022766,True,True,-20.45055499999995,-55.76194399999997,Aquidauana,Aquidauana,OK,106.06,,Poço tubular,Bombeando,,Furnas,Formação Aquidauana,,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Aquidauana,C2P1a,46,46.0,0.0,9.6,9.6,17.78,17.78,1.858,1.858,Rebaixamento,1984-11-09,,,,,15.2,,,,0.0,,,,,,,1984-11-09,2008-08-12,1984-11-09,1984-11-09,,,Rotativo,LAPA LTDA,Formação Furnas,,,,0.75,False,False
3500022789,True,True,-21.46083299999998,-56.113054999999974,Guia Lopes da Laguna,Guia Lopes da Laguna,OK,533.94,,Poço tubular,Colmatado,,Aquidauana,Formação Aquidauana,,CONSISTENTE,Formação Aquidauana,C2P1a,186,186.0,0.0,0,0.0,45,45.0,0.556,0.556,Rebaixamento,1988-01-02,,,,,25.0,,,,0.0,,,,,,,1988-01-02,2008-08-14,1988-01-02,1988-01-02,,,Rotativo,,Formação Aquidauana,,,,0.75,False,False
3500022884,True,True,-22.35833299999996,-54.45277699999997,Fátima do Sul,Fátima do Sul,OK,3194.25,,Poço tubular,Bombeando,,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,102,102.0,0.0,2.6,2.6,10.6,10.6,0.938,0.938,Rebaixamento,2002-07-25,,,,,7.5,,,,0.0,,,,,,,1994-11-07,2008-08-25,1994-11-07,1994-11-07,,,Rotativo,HIDROSSOMAT,Formação Serra Geral,,,,0.75,False,False
3500022947,True,True,-20.43999999999994,-54.55416599999995,Campo Grande,Campo Grande,OK,28.87,,Poço tubular,Abandonado,,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,150,150.0,0.0,8.51,8.51,57.14,57.14,0.679,0.679,Rebaixamento,1981-06-11,,,,,33.0,,,,0.0,,,,,,,1981-06-11,2008-08-28,1981-06-11,1981-06-11,,,Rotativo,COPERCAL,Formação Serra Geral,,,,0.75,False,False
3500022950,True,True,-20.453610999999967,-54.675832999999955,Campo Grande,Campo Grande,OK,238.89,,Poço tubular,Abandonado,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,150,150.0,0.0,5.66,5.66,49.98,49.98,0.137,0.137,Rebaixamento,1982-10-30,,,,,6.09,,,,0.0,,,,,,,1982-10-30,2008-08-29,1982-10-30,1982-10-30,,,Rotativo,LAPA,Formação Botucatu,,,,0.75,False,False
3500022956,True,True,-20.53361099999995,-54.602776999999946,Campo Grande,Campo Grande,OK,30.73,,Poço tubular,Bombeando,,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,66,66.0,0.0,5,5.0,23,23.0,0.617,0.617,Rebaixamento,1995-08-13,,,,,11.1,Bomba submersa,,,0.0,,,,,,,1987-01-18,2008-08-29,1987-01-18,1987-01-18,,,Rotativo,HIDROSOMAT LTDA.,Formação Serra Geral,,,,0.75,False,False
3500022970,True,True,-21.26499999999993,-52.03166599999997,Brasilândia,Brasilândia,OK,106.12,,Poço tubular,Bombeando,,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,120,120.0,0.0,20.2,20.2,40.5,40.5,3.941,3.941,Rebaixamento,1995-07-11,,,,,80.0,,,,0.0,,,,,,,1994-08-09,2008-09-02,1994-08-09,1994-08-09,,,Rotativo,NOPAR,Formação Serra Geral,,,,0.75,False,False
3500022981,True,True,-19.67999999999995,-51.194721999999956,Paranaíba,Paranaíba,OK,82.06,,Poço tubular,Abandonado,,Serra geral,Grupo Bauru,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Vale do Rio do Peixe,K2vp,180,180.0,0.0,15,15.0,35,35.0,3.5,3.5,Rebaixamento,1978-10-25,,,,,70.0,,,,0.0,,,,,,,1978-10-25,2008-09-02,1978-10-25,1978-10-25,,,Rotativo,T. JANER,Formação Serra Geral,,,,0.75,False,False
3500022986,True,True,-20.35833299999996,-51.41722199999998,Selvíria,Selvíria,OK,277.19,,Poço tubular,Abandonado,,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Santo Anastácio,K2sa,160,160.0,0.0,12.18,12.18,16.85,16.85,16.171,16.171,Rebaixamento,1960-05-23,,,,,75.52,,,,0.0,,,,,,,1973-04-28,2008-09-02,1973-04-28,1973-04-28,,,Rotativo,AIR LIFT LTDA,Formação Serra Geral,,,,0.75,False,False
3500023028,True,True,-18.100832999999966,-54.560554999999965,Pedro Gomes,Pedro Gomes,OK,91.77,,Poço tubular,Bombeando,,Furnas,Formação Ponta Grossa,Formação Furnas,CONSISTENTE,Formação Ponta Grossa,Dpg,252,252.0,0.0,0,0.0,11,11.0,7.182,7.182,Rebaixamento,1978-06-05,,,,,79.0,Bomba submersa,,,0.0,,,,,,,1978-06-05,2008-09-08,1978-06-05,1978-06-05,,,Rotativo,TESTE NOPAR - 1978,Formação Furnas,,,,0.75,False,False
3500023039,True,True,-18.508887999999956,-54.75361099999998,Coxim,Coxim,OK,91.81,,Poço tubular,Bombeando,,Caiua,Formação Furnas,,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Furnas,D1f,144.5,144.5,0.0,12.5,12.5,49.8,49.8,0.815,0.815,Rebaixamento,2000-07-07,,,,,30.4,Bomba submersa,,,0.0,,,,,,,1983-01-20,2008-09-11,1983-01-20,1983-01-20,,,Rotativo,LAPA,Formação Caiuá,,,,0.75,False,False
3500023058,True,True,-22.21305499999994,-54.77888799999994,Dourados,Dourados,OK,105.97,,Poço tubular,Bombeando,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,600,600.0,0.0,108.08,108.08,218.77,218.77,1.9,1.9,Rebaixamento,2003-04-30,,,,,210.33,Bomba submersa,,,0.0,,,,,,,2003-04-30,2008-09-17,2003-04-30,2003-04-30,,,Rotativo,E.B.S.,Formação Botucatu,,,,0.75,False,False
3500023105,True,True,-17.584721999999942,-54.76111099999997,Sonora,Sonora,OK,756.93,,Poço tubular,Bombeando,,Furnas,Formação Furnas,,CONSISTENTE,Formação Furnas,D1f,73,73.0,0.0,10,10.0,47,47.0,0.554,0.554,Rebaixamento,1998-05-15,,,,,20.5,,,,0.0,,,,,,,1998-05-15,2008-10-01,1998-05-15,1998-05-15,,,Rotativo,FNS,Formação Furnas,,,,0.75,False,False
3500023336,True,True,-18.532221999999933,-53.13861099999997,Costa Rica,Costa Rica,OK,351.58,,Poço tubular,Equipado,Abastecimento urbano,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Santo Anastácio,K2sa,83,83.0,0.0,13,13.0,48,48.0,0.48,0.48,,1993-10-16,,,,,16.84,Bomba submersa,,,0.0,,,,,,,1993-10-04,1998-07-03,1993-10-04,1993-10-04,,,,F. SESP,Formação Serra Geral,,,,0.75,False,False
3500027165,True,True,-17.58555599999994,-54.74944399999998,Sonora,Sonora,OK,84.25,,Poço tubular,Bombeando,Abastecimento urbano,Furnas,Formação Furnas,,CONSISTENTE,Formação Furnas,D1f,142,142.0,0.0,32.5,32.5,92.2,92.2,0.477,0.477,,2009-08-27,,,,,28.5,,,,0.0,,,,,,,1983-08-27,2010-03-10,,1983-08-27,,,,COPAMAT LTDA,Formação Furnas,,,,0.75,False,False
3500023026,True,True,-23.92972199999997,-54.29527699999994,Mundo Novo,Mundo Novo,OK,106.06,,Poço tubular,Bombeando,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Grupo Caiuá,K2c,128,128.0,0.0,15.4,15.4,76.3,76.3,0.542,0.542,Rebaixamento,1991-02-14,,,,,33.0,,,,0.0,,,,,,,1991-02-14,2008-09-05,1991-02-14,1991-02-14,,,Rotativo,,,,,,0.5,False,False
3500045631,True,True,-22.461666999999977,-55.02444399999996,Laguna Carapã,Laguna Caarapã,REVIEW,227.77,,Poço tubular,Bombeando,Irrigação,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,100,100.0,0.0,40,40.0,,0.0,,0.0,,2012-06-20,,,,,5.0,Bomba submersa,,,0.0,,,,,,,2012-06-20,2012-08-03,2012-06-20,2012-06-20,,,,,,,,,0.5,False,False
3500023306,True,True,-20.37749999999994,-51.445554999999956,Selvíria,Selvíria,OK,1449.38,,Poço tubular,Equipado,Abastecimento urbano,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Formação Santo Anastácio,K2sa,54,54.0,0.0,7.5,7.5,26,26.0,1.3,1.3,,1987-09-12,,,,,24.0,Bomba submersa,,,0.0,,,,,,,1987-09-12,1998-06-30,1987-09-12,1987-09-12,,,,,,,,,0.5,False,False
3500023218,True,True,-19.954999999999927,-55.010554999999954,Corguinho,Corguinho,OK,116.71,,Poço tubular,Equipado,Pecuária,,Formação Botucatu,,UNKNOWN,Formação Botucatu,K1bt,204,204.0,0.0,80,80.0,110,110.0,0.09,0.09,,,,,,,2.8,Compressor de ar,,,0.0,,,,,,,,1998-05-21,,,,,,,,,,,0.25,False,False
3500071552,True,False,-22.64900599999993,-54.83841199999995,Caarapó,Caarapó,OK,373.71,,Poço Escavado (cacimba/Cisterna),Bombeando,"Outros (lazer,etc.)",,Grupo Caiuá,Formação Botucatu,UNKNOWN,Grupo Caiuá,K2c,16,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-19,2024-07-31,,,,,,,,,,,0.5,False,False
3500070896,True,False,-21.483888999999976,-56.14433299999996,Jardim,Jardim,OK,251.3,,Poço tubular,Bombeando,"Outros (lazer,etc.)",,Formação Aquidauana,,UNKNOWN,Formação Aquidauana,C2P1a,110,,,5.4,,60.1,,19.536,,,,,,,,,,,,,,,,,,,2017-11-04,2024-07-31,,,,,,,,,,,0.5,False,False
3500022919,True,True,-20.551110999999935,-54.60833299999996,Campo Grande,Campo Grande,OK,96.5,,Poço tubular,Bombeando,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,206,206.0,0.0,76,76.0,84,84.0,2.903,2.903,Rebaixamento,1993-11-26,,,,,23.22,Bomba submersa,,,0.0,,,,,,,1992-01-15,2008-08-27,1992-01-15,1992-01-15,,,Rotativo,HIDROTÉCNICA,Formação Botucatu,,,,0.75,False,False
3500065111,True,True,-19.028055999999935,-53.01388899999995,Paraíso das Águas,Paraíso das Águas,OK,92.08,,Poço tubular,Equipado,,Guarani,Grupo Caiuá,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Formação Santo Anastácio,K2sa,134,134.0,0.0,87,87.0,92,92.0,2,2.0,,2019-09-06,,,,,10.0,,,,0.0,,,,,,,2019-09-06,2019-09-06,2019-09-06,2019-09-06,,,,,,Parcial,,,0.75,False,False
3500022490,True,True,-20.428054999999972,-54.572499999999934,Campo Grande,Campo Grande,OK,91.77,,Poço tubular,Bombeando,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,150,150.0,0.0,16,16.0,20,20.0,2.55,2.55,Rebaixamento,1997-09-19,,,,,10.2,Bomba submersa,,,0.0,,,,,,,1983-07-13,2008-08-27,1983-07-13,1983-07-13,,,Rotativo,NOPAR - NORTE POÇOS ARTESIANOS,Formação Botucatu,,,,0.75,False,False
