support_id,gap_E01_km,gap_E02_km,gap_E03_km,gap_E04_km,gap_E05_km,gap_E06_km,gap_E07_km,gap_E08_km,gap_E09_km,gap_E10_km,gap_E11_km,gap_E12_km,x_5880,y_5880
SP5-0080-0015,15.764613575965111,15.764613575965111,15.764613575965111,15.764613575965111,15.764613575965111,15.764613575965111,21.618700469795645,21.618700469795645,56.12174821649595,15.764613575965111,21.618700469795645,15.764613575965111,4962500.0,7412500.0
SP5-0080-0016,15.367400325679633,15.367400325679633,15.367400325679633,15.367400325679633,15.367400325679633,15.367400325679633,24.29274122143146,24.29274122143146,61.10958159879746,15.367400325679633,24.29274122143146,15.367400325679633,4962500.0,7417500.0
SP5-0080-0017,13.611570587615867,13.611570587615867,13.611570587615867,13.611570587615867,13.611570587615867,13.611570587615867,27.236936235620806,27.236936235620806,66.09925342607437,13.611570587615867,26.728903039165306,13.611570587615867,4962500.0,7422500.0
SP5-0080-0018,9.789428478520406,9.789428478520406,9.789428478520406,9.789428478520406,9.789428478520406,9.789428478520406,23.05564976627193,23.05564976627193,71.09037659056762,9.789428478520406,23.05564976627193,9.789428478520406,4962500.0,7427500.0
SP5-0080-0019,5.15552339618263,5.15552339618263,5.15552339618263,5.15552339618263,5.15552339618263,5.15552339618263,19.244192244423946,19.244192244423946,73.13917613780657,5.15552339618263,19.244192244423946,5.15552339618263,4962500.0,7432500.0
SP5-0080-0020,2.706646087154096,2.706646087154096,2.706646087154096,2.706646087154096,2.706646087154096,2.706646087154096,16.09704582014037,16.09704582014037,68.7313874265987,2.706646087154096,16.09704582014037,2.706646087154096,4962500.0,7437500.0
SP5-0080-0021,6.170287237530087,6.170287237530087,6.170287237530087,6.170287237530087,6.170287237530087,6.170287237530087,14.067367668865783,14.067367668865783,64.41015563599676,6.170287237530087,14.067367668865783,6.170287237530087,4962500.0,7442500.0
SP5-0080-0022,7.762440127376239,7.762440127376239,7.762440127376239,7.762440127376239,7.762440127376239,7.762440127376239,13.66260524667247,13.66260524667247,60.19412496682247,7.762440127376239,13.66260524667247,7.892609089846346,4962500.0,7447500.0
SP5-0080-0023,2.9185246763356885,2.9185246763356885,2.9185246763356885,2.9185246763356885,2.9185246763356885,2.9185246763356885,14.945425326622807,14.945425326622807,55.292532114792394,2.9185246763356885,14.945425326622807,2.9185246763356885,4962500.0,7452500.0
SP5-0080-0024,1.5952536134810558,1.5952536134810558,1.5952536134810558,1.5952536134810558,1.5952536134810558,1.5952536134810558,11.21117156141978,11.21117156141978,50.36106246572898,1.5952536134810558,11.21117156141978,1.5952536134810558,4962500.0,7457500.0
SP5-0080-0025,4.063816219413925,4.063816219413925,4.063816219413925,4.063816219413925,4.063816219413925,4.063816219413925,8.832609884146182,8.832609884146182,45.44457192766551,4.063816219413925,8.832609884146182,4.063816219413925,4962500.0,7462500.0
SP5-0080-0026,8.217354384644727,8.217354384644727,8.217354384644727,8.217354384644727,8.217354384644727,8.217354384644727,8.963237526220427,8.963237526220427,40.54850950035614,8.217354384644727,8.963237526220427,8.217354384644727,4962500.0,7467500.0
SP5-0080-0027,11.517997071425885,11.517997071425885,11.517997071425885,11.517997071425885,11.517997071425885,11.517997071425885,11.517997071425885,11.517997071425885,35.68128539882188,11.517997071425885,11.517997071425885,11.517997071425885,4962500.0,7472500.0
