cell_id,scale_km2,grid_family,area_effective_km2,question_code,question_name,n_wells,direct_evidence_n,direct_evidence_pct_of_wells,cell_state_code,cell_state_label,support_points_n,cross_scale_exact_state_support_n,cross_scale_exact_state_support_pct,cross_scale_direct_all_support_n,cross_scale_direct_some_support_n,cross_scale_direct_none_support_n,origin_exact_state_support_n,origin_exact_state_support_pct,origin_direct_all_support_n,origin_direct_some_support_n,origin_direct_none_support_n,hydro_surface_units_n,hydro_surface_domains_n,hydro_context_state,hydro_dominant_unit,hydro_dominant_domain,top_blocking_requirements,method_version
SCALE-100-O00-02944,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02945,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,6,6,100.0,0,0,6,6,100.0,0,0,6,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02946,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02947,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02948,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02949,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02950,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02951,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02952,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,6,6,100.0,0,0,6,6,100.0,0,0,6,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02953,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02954,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02955,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02956,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02957,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02958,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,6,6,100.0,0,0,6,6,100.0,0,0,6,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02959,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02960,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02961,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02962,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02963,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02964,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02965,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,6,6,100.0,0,0,6,6,100.0,0,0,6,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02966,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,2,50.0,0,2,2,4,100.0,0,0,4,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02967,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02968,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,4,100.0,0,0,4,3,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Furnas,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02969,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,4,0,0.0,1,POCOS_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,4,0,0.0,0,4,0,0,0.0,0,2,2,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Furnas,Granular (Gr),Q03_R02=4|Q03_R04=4|Q03_R05=4|Q03_R06=4|Q03_R07=4,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02970,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,12,6,50.0,2,EVIDENCIA_DIRETA_PRESENTE,4,2,50.0,2,2,0,2,50.0,2,2,0,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Ponta Grossa,Granular (Gr),Q03_R02=12|Q03_R05=12|Q03_R07=12|Q03_R08=12|Q03_R06=7,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02971,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,2,50.0,0,1,3,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Aquidauana,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02972,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,6,0,0.0,0,6,0,6,100.0,0,0,6,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Aquidauana,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02973,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,1,0,0.0,1,POCOS_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,4,0,0.0,0,4,0,3,75.0,0,0,4,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Botucatu,Granular (Gr),Q03_R02=1|Q03_R03=1|Q03_R04=1|Q03_R05=1|Q03_R06=1,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02974,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,2,1,50.0,2,EVIDENCIA_DIRETA_PRESENTE,4,2,50.0,2,2,0,2,50.0,2,2,0,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Botucatu,Granular (Gr),Q03_R02=2|Q03_R05=2|Q03_R07=2|Q03_R08=2|Q03_R03=1,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02975,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,3,75.0,0,0,4,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Botucatu,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02976,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,2,50.0,0,2,2,4,100.0,0,0,4,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Grupo Caiuá,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02977,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Botucatu,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02978,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,2,50.0,0,2,2,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02979,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,6,0,0.0,0,6,0,6,100.0,0,0,6,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02980,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02981,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,3,75.0,0,1,3,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02982,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,1,25.0,0,3,1,3,75.0,0,1,3,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02983,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,3,75.0,0,1,3,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02984,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02985,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,6,4,66.666667,0,2,4,6,100.0,0,0,6,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Grupo Caiuá,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02986,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,4,100.0,0,0,4,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Grupo Caiuá,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02987,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,2,1,50.0,2,EVIDENCIA_DIRETA_PRESENTE,4,2,50.0,2,2,0,3,75.0,3,1,0,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),Q03_R02=2|Q03_R05=2|Q03_R06=2|Q03_R07=2|Q03_R08=2,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02988,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,2,0,0.0,1,POCOS_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,4,0,0.0,0,4,0,0,0.0,0,1,3,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),Q03_R02=2|Q03_R03=2|Q03_R04=2|Q03_R05=2|Q03_R06=2,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02989,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,1,25.0,0,2,2,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02990,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,2,50.0,0,2,2,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Grupo Caiuá,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02991,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,3,75.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Grupo Caiuá,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02992,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,1,0,0.0,1,POCOS_SEM_EVIDENCIA_DIRETA_DA_PERGUNTA,6,0,0.0,0,6,0,1,16.666667,0,0,6,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Grupo Caiuá,Granular (Gr),Q03_R02=1|Q03_R03=1|Q03_R04=1|Q03_R05=1|Q03_R06=1,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02993,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,0,0.0,0,4,0,4,100.0,0,0,4,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Cachoeirinha,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02994,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,1,1,100.0,2,EVIDENCIA_DIRETA_PRESENTE,4,3,75.0,3,1,0,1,25.0,1,3,0,3,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Botucatu,Granular (Gr),Q03_R02=1|Q03_R03=1|Q03_R05=1|Q03_R07=1|Q03_R08=1,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02995,100,SCALE_PRIMARY_O00_V1,97.51481465899413,Q03,Hidroquímica,1,1,100.0,2,EVIDENCIA_DIRETA_PRESENTE,4,2,50.0,2,2,0,1,25.0,1,3,0,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Serra Geral,Fraturada (Fr),Q03_R02=1|Q03_R05=1|Q03_R07=1|Q03_R08=1,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02996,100,SCALE_PRIMARY_O00_V1,48.45057858339756,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,3,0,0.0,0,3,0,1,33.333333,0,2,1,2,2,MULTIPLAS_UNIDADES_SUPERFICIAIS,Formação Botucatu,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02997,100,SCALE_PRIMARY_O00_V1,78.92879032825718,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,3,3,100.0,0,0,3,3,100.0,0,0,3,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02998,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-02999,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-03000,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,6,6,100.0,0,0,6,6,100.0,0,0,6,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-03001,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-03002,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-03003,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-03004,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-03005,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-03006,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-03007,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,6,6,100.0,0,0,6,6,100.0,0,0,6,2,1,MULTIPLAS_UNIDADES_SUPERFICIAIS,Depósitos aluvionares,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-03008,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-03009,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-03010,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
SCALE-100-O00-03011,100,SCALE_PRIMARY_O00_V1,100.00000000000786,Q03,Hidroquímica,0,0,,0,SEM_POCOS_NO_CONJUNTO_AUDITADO,4,4,100.0,0,0,4,4,100.0,0,0,4,1,1,UMA_UNIDADE_SUPERFICIAL,Formação Pantanal,Granular (Gr),,PIH_MS_V2.5_ESTABILIDADE_SENSIBILIDADE_V1
